[2026-06-09T09:59:21.451Z] GET https://klaravex.com/wp-admin/profile.php → pending (?ms, ?B)
[2026-06-09T10:18:52.974Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17 → 200 (?ms, -354B)
[2026-06-09T10:18:52.974Z] GET https://klaravex.de/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -353B)
[2026-06-09T10:18:52.974Z] GET https://klaravex.de/wp-includes/css/media-views.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -353B)
[2026-06-09T10:18:52.974Z] GET https://klaravex.de/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 → 200 (?ms, -352B)
[2026-06-09T10:18:52.974Z] GET https://klaravex.de/wp-includes/css/dist/components/style.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (1ms, -356B)
[2026-06-09T10:18:52.975Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-shared.css?ver=3.0.6 → 200 (?ms, -354B)
[2026-06-09T10:18:52.975Z] GET https://klaravex.de/wp-content/plugins/google-analytics-for-wordpress/lite/assets/admin-bar/insights.css?ver=9456bd1f8aae1e62dea8 → 200 (?ms, -353B)
[2026-06-09T10:18:52.975Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/global.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:18:52.975Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/header.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:18:52.975Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/content.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:18:52.975Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/footer.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:18:52.975Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/js/script.min.js?ver=3.5.1 → 200 (?ms, -368B)
[2026-06-09T10:18:52.975Z] GET https://klaravex.de/wp-includes/js/utils.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (1ms, -366B)
[2026-06-09T10:18:52.976Z] GET https://klaravex.de/wp-includes/js/jquery/jquery.min.js?ver=3.7.1 → 200 (?ms, -370B)
[2026-06-09T10:18:52.976Z] GET https://klaravex.de/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 → 200 (?ms, -368B)
[2026-06-09T10:18:52.976Z] GET https://klaravex.de/wp-includes/js/plupload/moxie.min.js?ver=1.3.5.1 → 200 (?ms, -370B)
[2026-06-09T10:18:52.976Z] GET https://klaravex.de/wp-includes/js/plupload/plupload.min.js?ver=2.1.9 → 200 (?ms, -368B)
[2026-06-09T10:18:52.976Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@600;700;800&family=Inter:wght@400;500;600;700&display=swap → 200 (?ms, -698B)
[2026-06-09T10:18:52.976Z] GET https://klaravex.de/wp-content/uploads/2026/06/klaravex-logo-white.svg → 200 (?ms, -357B)
[2026-06-09T10:18:52.990Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -815B)
[2026-06-09T10:18:52.990Z] GET https://fonts.gstatic.com/s/syne/v24/8vIH7w4qzmVxm2BL9G78HEY.woff2 → 200 (?ms, -815B)
[2026-06-09T10:18:53.015Z] GET https://klaravex.de/wp-includes/js/underscore.min.js?ver=1.13.8 → 200 (?ms, -368B)
[2026-06-09T10:18:53.015Z] GET https://klaravex.de/wp-includes/js/shortcode.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -367B)
[2026-06-09T10:18:53.015Z] GET https://klaravex.de/wp-includes/js/backbone.min.js?ver=1.6.1 → 200 (?ms, -368B)
[2026-06-09T10:18:53.015Z] GET https://klaravex.de/wp-includes/js/wp-util.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -366B)
[2026-06-09T10:18:53.015Z] GET https://klaravex.de/wp-includes/js/wp-backbone.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -367B)
[2026-06-09T10:18:53.015Z] GET https://klaravex.de/wp-includes/js/media-models.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (1ms, -368B)
[2026-06-09T10:18:53.016Z] GET https://klaravex.de/wp-includes/js/plupload/wp-plupload.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -368B)
[2026-06-09T10:18:53.016Z] GET https://klaravex.de/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 → 200 (?ms, -368B)
[2026-06-09T10:18:53.016Z] GET https://klaravex.de/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3 → 200 (?ms, -367B)
[2026-06-09T10:18:53.016Z] GET https://klaravex.de/wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 → 200 (?ms, -368B)
[2026-06-09T10:18:53.016Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17 → 200 (?ms, -370B)
[2026-06-09T10:18:53.016Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -366B)
[2026-06-09T10:18:53.016Z] GET https://klaravex.de/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -366B)
[2026-06-09T10:18:53.016Z] GET https://klaravex.de/wp-includes/js/api-request.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (1ms, -366B)
[2026-06-09T10:18:53.017Z] GET https://klaravex.de/wp-includes/js/dist/dom-ready.min.js?ver=a06281ae5cf5500e9317 → 200 (?ms, -366B)
[2026-06-09T10:18:53.017Z] GET https://klaravex.de/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d → 200 (?ms, -368B)
[2026-06-09T10:18:53.017Z] GET https://klaravex.de/wp-includes/js/dist/i18n.min.js?ver=781d11515ad3d91786ec → 200 (?ms, -368B)
[2026-06-09T10:18:53.017Z] GET https://klaravex.de/wp-includes/js/dist/a11y.min.js?ver=af934e5259bc51b8718e → 200 (?ms, -366B)
[2026-06-09T10:18:53.017Z] GET https://klaravex.de/wp-includes/js/clipboard.min.js?ver=2.0.11 → 200 (?ms, -368B)
[2026-06-09T10:18:53.017Z] GET https://klaravex.de/wp-includes/js/media-views.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -370B)
[2026-06-09T10:18:53.017Z] GET https://klaravex.de/wp-includes/js/media-editor.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -368B)
[2026-06-09T10:18:53.017Z] GET https://klaravex.de/wp-includes/js/media-audiovideo.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -367B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-vendors-255bc3d8f7c3e44bb191.js?ver=3.0.6 → 200 (?ms, -371B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-common-3d1170346702178d0a92.js?ver=3.0.6 → 200 (?ms, -370B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-runtime-738467d8d280a3334dc0.js?ver=bdf162508cbe90e9c1e6 → 200 (?ms, -366B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1 → 200 (?ms, -368B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1 → 200 (?ms, -370B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react-jsx-runtime.min.js?ver=18.3.1 → 200 (?ms, -366B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-includes/js/dist/url.min.js?ver=bb0f766c3d2efe497871 → 200 (?ms, -368B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-includes/js/dist/api-fetch.min.js?ver=d7efe4dc1468d36c39b8 → 200 (?ms, -368B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-includes/js/dist/deprecated.min.js?ver=990e85f234fee8f7d446 → 200 (?ms, -366B)
[2026-06-09T10:18:53.018Z] GET https://klaravex.de/wp-includes/js/dist/dom.min.js?ver=66a6cf58e0c4cd128af0 → 200 (1ms, -368B)
[2026-06-09T10:18:53.019Z] GET https://klaravex.de/wp-includes/js/dist/escape-html.min.js?ver=3f093e5cca67aa0f8b56 → 200 (?ms, -366B)
[2026-06-09T10:18:53.019Z] GET https://klaravex.de/wp-includes/js/dist/element.min.js?ver=15ba804677f72a8db97b → 200 (?ms, -367B)
[2026-06-09T10:18:53.019Z] GET https://klaravex.de/wp-includes/js/dist/is-shallow-equal.min.js?ver=5d84b9f3cb50d2ce7d04 → 200 (?ms, -366B)
[2026-06-09T10:18:53.019Z] GET https://klaravex.de/wp-includes/js/dist/keycodes.min.js?ver=aa1a141e3468afe7f852 → 200 (?ms, -367B)
[2026-06-09T10:18:53.019Z] GET https://klaravex.de/wp-includes/js/dist/priority-queue.min.js?ver=1f0e89e247bc0bd3f9b9 → 200 (?ms, -367B)
[2026-06-09T10:18:53.019Z] GET https://klaravex.de/wp-includes/js/dist/undo-manager.min.js?ver=27bb0ae036a2c9d4a1b5 → 200 (?ms, -366B)
[2026-06-09T10:18:53.033Z] GET https://klaravex.de/wp-includes/js/dist/compose.min.js?ver=edb5a8c0b5bf71686403 → 200 (?ms, -369B)
[2026-06-09T10:18:53.033Z] GET https://klaravex.de/wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1 → 200 (1ms, -369B)
[2026-06-09T10:18:53.034Z] GET https://klaravex.de/wp-includes/js/dist/date.min.js?ver=c9f8e7dd3232716f34e9 → 200 (?ms, -370B)
[2026-06-09T10:18:53.034Z] GET https://klaravex.de/wp-includes/js/dist/html-entities.min.js?ver=8c6fa5b869dfeadc4af2 → 200 (?ms, -366B)
[2026-06-09T10:18:53.034Z] GET https://klaravex.de/wp-includes/js/dist/primitives.min.js?ver=a5c905ec27bcd76ef287 → 200 (?ms, -366B)
[2026-06-09T10:18:53.034Z] GET https://klaravex.de/wp-includes/js/dist/private-apis.min.js?ver=835912f0086b9e59aed4 → 200 (?ms, -366B)
[2026-06-09T10:18:53.034Z] GET https://klaravex.de/wp-includes/js/dist/redux-routine.min.js?ver=64f9f5001aabc046c605 → 200 (?ms, -368B)
[2026-06-09T10:18:53.034Z] GET https://klaravex.de/wp-includes/js/dist/data.min.js?ver=1756b6a2676c1b3369ab → 200 (?ms, -368B)
[2026-06-09T10:18:53.034Z] GET https://klaravex.de/wp-includes/js/dist/rich-text.min.js?ver=16449e6108f48327f368 → 200 (?ms, -369B)
[2026-06-09T10:18:53.034Z] GET https://klaravex.de/wp-includes/js/dist/warning.min.js?ver=36fdbdc984d93aee8a97 → 200 (1ms, -366B)
[2026-06-09T10:18:53.035Z] GET https://klaravex.de/wp-includes/js/dist/components.min.js?ver=5dedfe13f08880193a28 → 200 (?ms, -371B)
[2026-06-09T10:18:53.058Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-shared-ab4d850930db8cf9e219.js?ver=f9e9c4be5efcc475ce1f → 200 (?ms, -367B)
[2026-06-09T10:18:53.058Z] GET https://klaravex.de/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.5.0 → 200 (?ms, -546B)
[2026-06-09T10:18:53.058Z] GET https://klaravex.de/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-wpforms-fcdfcbdf65e9ba33accc.js → 200 (?ms, -366B)
[2026-06-09T10:18:53.058Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/images/revisit.svg → 200 (1ms, -357B)
[2026-06-09T10:18:53.059Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/images/close.svg → 200 (?ms, -356B)
[2026-06-09T10:18:53.059Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@700;800&family=Inter:wght@400;500;600&display=swap → 200 (?ms, -698B)
[2026-06-09T10:18:56.673Z] GET https://klaravex.de/knowledge-base/microsoft-secure-score/?lang=en → 200 (753ms, 79625B)
[2026-06-09T10:18:57.460Z] GET https://klaravex.de/wp-includes/css/buttons.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -354B)
[2026-06-09T10:18:57.460Z] GET https://klaravex.de/wp-includes/css/dashicons.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -355B)
[2026-06-09T10:18:57.461Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17 → 200 (?ms, -354B)
[2026-06-09T10:18:57.461Z] GET https://klaravex.de/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -353B)
[2026-06-09T10:18:57.461Z] GET https://klaravex.de/wp-includes/css/media-views.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -353B)
[2026-06-09T10:18:57.461Z] GET https://klaravex.de/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 → 200 (?ms, -352B)
[2026-06-09T10:18:57.461Z] GET https://klaravex.de/wp-includes/css/dist/components/style.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -356B)
[2026-06-09T10:18:57.461Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-shared.css?ver=3.0.6 → 200 (?ms, -354B)
[2026-06-09T10:18:57.461Z] GET https://klaravex.de/wp-content/plugins/google-analytics-for-wordpress/lite/assets/admin-bar/insights.css?ver=9456bd1f8aae1e62dea8 → 200 (?ms, -353B)
[2026-06-09T10:18:57.461Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/global.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:18:57.462Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/header.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:18:57.462Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/content.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:18:57.462Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/footer.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:18:57.462Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/js/script.min.js?ver=3.5.1 → 200 (?ms, -368B)
[2026-06-09T10:18:57.462Z] GET https://klaravex.de/wp-includes/js/utils.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -366B)
[2026-06-09T10:18:57.463Z] GET https://klaravex.de/wp-includes/js/jquery/jquery.min.js?ver=3.7.1 → 200 (?ms, -370B)
[2026-06-09T10:18:57.463Z] GET https://klaravex.de/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 → 200 (?ms, -368B)
[2026-06-09T10:18:57.463Z] GET https://klaravex.de/wp-includes/js/plupload/moxie.min.js?ver=1.3.5.1 → 200 (?ms, -370B)
[2026-06-09T10:18:57.463Z] GET https://klaravex.de/wp-includes/js/plupload/plupload.min.js?ver=2.1.9 → 200 (?ms, -368B)
[2026-06-09T10:18:57.463Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@600;700;800&family=Inter:wght@400;500;600;700&display=swap → 200 (?ms, -698B)
[2026-06-09T10:18:57.475Z] GET https://klaravex.de/wp-content/uploads/2026/06/klaravex-logo-white.svg → 200 (?ms, -357B)
[2026-06-09T10:18:57.476Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -815B)
[2026-06-09T10:18:57.476Z] GET https://fonts.gstatic.com/s/syne/v24/8vIH7w4qzmVxm2BL9G78HEY.woff2 → 200 (?ms, -815B)
[2026-06-09T10:18:57.492Z] GET https://klaravex.de/wp-includes/js/underscore.min.js?ver=1.13.8 → 200 (1ms, -368B)
[2026-06-09T10:18:57.493Z] GET https://klaravex.de/wp-includes/js/shortcode.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -367B)
[2026-06-09T10:18:57.493Z] GET https://klaravex.de/wp-includes/js/backbone.min.js?ver=1.6.1 → 200 (?ms, -368B)
[2026-06-09T10:18:57.493Z] GET https://klaravex.de/wp-includes/js/wp-util.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -366B)
[2026-06-09T10:18:57.493Z] GET https://klaravex.de/wp-includes/js/wp-backbone.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -367B)
[2026-06-09T10:18:57.494Z] GET https://klaravex.de/wp-includes/js/media-models.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -368B)
[2026-06-09T10:18:57.494Z] GET https://klaravex.de/wp-includes/js/plupload/wp-plupload.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -368B)
[2026-06-09T10:18:57.494Z] GET https://klaravex.de/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 → 200 (?ms, -368B)
[2026-06-09T10:18:57.494Z] GET https://klaravex.de/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3 → 200 (?ms, -367B)
[2026-06-09T10:18:57.495Z] GET https://klaravex.de/wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 → 200 (?ms, -368B)
[2026-06-09T10:18:57.495Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17 → 200 (?ms, -370B)
[2026-06-09T10:18:57.495Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -366B)
[2026-06-09T10:18:57.495Z] GET https://klaravex.de/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -366B)
[2026-06-09T10:18:57.495Z] GET https://klaravex.de/wp-includes/js/api-request.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -366B)
[2026-06-09T10:18:57.495Z] GET https://klaravex.de/wp-includes/js/dist/dom-ready.min.js?ver=a06281ae5cf5500e9317 → 200 (?ms, -366B)
[2026-06-09T10:18:57.495Z] GET https://klaravex.de/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d → 200 (?ms, -368B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-includes/js/dist/i18n.min.js?ver=781d11515ad3d91786ec → 200 (?ms, -368B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-includes/js/dist/a11y.min.js?ver=af934e5259bc51b8718e → 200 (?ms, -366B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-includes/js/clipboard.min.js?ver=2.0.11 → 200 (?ms, -368B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-includes/js/media-views.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -370B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-includes/js/media-editor.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -368B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-includes/js/media-audiovideo.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -367B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-vendors-255bc3d8f7c3e44bb191.js?ver=3.0.6 → 200 (?ms, -371B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-common-3d1170346702178d0a92.js?ver=3.0.6 → 200 (?ms, -370B)
[2026-06-09T10:18:57.496Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-runtime-738467d8d280a3334dc0.js?ver=bdf162508cbe90e9c1e6 → 200 (?ms, -366B)
[2026-06-09T10:18:57.497Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1 → 200 (?ms, -368B)
[2026-06-09T10:18:57.497Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1 → 200 (?ms, -370B)
[2026-06-09T10:18:57.497Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react-jsx-runtime.min.js?ver=18.3.1 → 200 (?ms, -366B)
[2026-06-09T10:18:57.497Z] GET https://klaravex.de/wp-includes/js/dist/url.min.js?ver=bb0f766c3d2efe497871 → 200 (?ms, -368B)
[2026-06-09T10:18:57.497Z] GET https://klaravex.de/wp-includes/js/dist/api-fetch.min.js?ver=d7efe4dc1468d36c39b8 → 200 (?ms, -368B)
[2026-06-09T10:18:57.509Z] GET https://klaravex.de/wp-includes/js/dist/deprecated.min.js?ver=990e85f234fee8f7d446 → 200 (?ms, -366B)
[2026-06-09T10:18:57.509Z] GET https://klaravex.de/wp-includes/js/dist/dom.min.js?ver=66a6cf58e0c4cd128af0 → 200 (?ms, -368B)
[2026-06-09T10:18:57.509Z] GET https://klaravex.de/wp-includes/js/dist/escape-html.min.js?ver=3f093e5cca67aa0f8b56 → 200 (?ms, -366B)
[2026-06-09T10:18:57.510Z] GET https://klaravex.de/wp-includes/js/dist/element.min.js?ver=15ba804677f72a8db97b → 200 (?ms, -367B)
[2026-06-09T10:18:57.510Z] GET https://klaravex.de/wp-includes/js/dist/is-shallow-equal.min.js?ver=5d84b9f3cb50d2ce7d04 → 200 (?ms, -366B)
[2026-06-09T10:18:57.510Z] GET https://klaravex.de/wp-includes/js/dist/keycodes.min.js?ver=aa1a141e3468afe7f852 → 200 (?ms, -367B)
[2026-06-09T10:18:57.510Z] GET https://klaravex.de/wp-includes/js/dist/priority-queue.min.js?ver=1f0e89e247bc0bd3f9b9 → 200 (?ms, -367B)
[2026-06-09T10:18:57.510Z] GET https://klaravex.de/wp-includes/js/dist/undo-manager.min.js?ver=27bb0ae036a2c9d4a1b5 → 200 (?ms, -366B)
[2026-06-09T10:18:57.510Z] GET https://klaravex.de/wp-includes/js/dist/compose.min.js?ver=edb5a8c0b5bf71686403 → 200 (?ms, -369B)
[2026-06-09T10:18:57.510Z] GET https://klaravex.de/wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1 → 200 (?ms, -369B)
[2026-06-09T10:18:57.510Z] GET https://klaravex.de/wp-includes/js/dist/date.min.js?ver=c9f8e7dd3232716f34e9 → 200 (?ms, -370B)
[2026-06-09T10:18:57.511Z] GET https://klaravex.de/wp-includes/js/dist/html-entities.min.js?ver=8c6fa5b869dfeadc4af2 → 200 (?ms, -366B)
[2026-06-09T10:18:57.511Z] GET https://klaravex.de/wp-includes/js/dist/primitives.min.js?ver=a5c905ec27bcd76ef287 → 200 (?ms, -366B)
[2026-06-09T10:18:57.511Z] GET https://klaravex.de/wp-includes/js/dist/private-apis.min.js?ver=835912f0086b9e59aed4 → 200 (?ms, -366B)
[2026-06-09T10:18:57.511Z] GET https://klaravex.de/wp-includes/js/dist/redux-routine.min.js?ver=64f9f5001aabc046c605 → 200 (?ms, -368B)
[2026-06-09T10:18:57.511Z] GET https://klaravex.de/wp-includes/js/dist/data.min.js?ver=1756b6a2676c1b3369ab → 200 (?ms, -368B)
[2026-06-09T10:18:57.511Z] GET https://klaravex.de/wp-includes/js/dist/rich-text.min.js?ver=16449e6108f48327f368 → 200 (?ms, -369B)
[2026-06-09T10:18:57.511Z] GET https://klaravex.de/wp-includes/js/dist/warning.min.js?ver=36fdbdc984d93aee8a97 → 200 (?ms, -366B)
[2026-06-09T10:18:57.511Z] GET https://klaravex.de/wp-includes/js/dist/components.min.js?ver=5dedfe13f08880193a28 → 200 (?ms, -371B)
[2026-06-09T10:18:57.536Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-shared-ab4d850930db8cf9e219.js?ver=f9e9c4be5efcc475ce1f → 200 (?ms, ?B)
[2026-06-09T10:18:57.536Z] GET https://klaravex.de/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.5.0 → 200 (?ms, ?B)
[2026-06-09T10:18:57.536Z] GET https://klaravex.de/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-wpforms-fcdfcbdf65e9ba33accc.js → pending (?ms, ?B)
[2026-06-09T10:18:57.540Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/images/revisit.svg → 200 (?ms, -357B)
[2026-06-09T10:18:57.540Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/images/close.svg → 200 (?ms, -356B)
[2026-06-09T10:18:57.540Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@700;800&family=Inter:wght@400;500;600&display=swap → 200 (1ms, -698B)
[2026-06-09T10:19:42.384Z] GET https://klaravex.de/knowledge-base/?lang=de → pending (?ms, ?B)
[2026-06-09T10:19:43.286Z] GET https://klaravex.de/wp-includes/css/buttons.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -354B)
[2026-06-09T10:19:43.286Z] GET https://klaravex.de/wp-includes/css/dashicons.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -355B)
[2026-06-09T10:19:43.287Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17 → 200 (?ms, -354B)
[2026-06-09T10:19:43.287Z] GET https://klaravex.de/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -353B)
[2026-06-09T10:19:43.287Z] GET https://klaravex.de/wp-includes/css/media-views.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -353B)
[2026-06-09T10:19:43.287Z] GET https://klaravex.de/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 → 200 (?ms, -352B)
[2026-06-09T10:19:43.287Z] GET https://klaravex.de/wp-includes/css/dist/components/style.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (?ms, -356B)
[2026-06-09T10:19:43.287Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-shared.css?ver=3.0.6 → 200 (?ms, -354B)
[2026-06-09T10:19:43.289Z] GET https://klaravex.de/wp-content/plugins/google-analytics-for-wordpress/lite/assets/admin-bar/insights.css?ver=9456bd1f8aae1e62dea8 → 200 (?ms, -353B)
[2026-06-09T10:19:43.289Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/global.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:19:43.289Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/header.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:19:43.289Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/content.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:19:43.289Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/footer.min.css?ver=1.5.0 → 200 (?ms, -354B)
[2026-06-09T10:19:43.290Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/js/script.min.js?ver=3.5.1 → 200 (?ms, -368B)
